TimeStep,AccelerationY_1,AccelerationY_10,AccelerationY_11,AccelerationY_12,AccelerationY_13,AccelerationY_14,AccelerationY_15,AccelerationY_16,AccelerationY_17,AccelerationY_18,AccelerationY_2,AccelerationY_3,AccelerationY_4,AccelerationY_5,AccelerationY_6,AccelerationY_7,AccelerationY_8,AccelerationY_9,PositionY_1,PositionY_10,PositionY_11,PositionY_12,PositionY_13,PositionY_14,PositionY_15,PositionY_16,PositionY_17,PositionY_18,PositionY_2,PositionY_3,PositionY_4,PositionY_5,PositionY_6,PositionY_7,PositionY_8,PositionY_9,VelocityY_1,VelocityY_10,VelocityY_11,VelocityY_12,VelocityY_13,VelocityY_14,VelocityY_15,VelocityY_16,VelocityY_17,VelocityY_18,VelocityY_2,VelocityY_3,VelocityY_4,VelocityY_5,VelocityY_6,VelocityY_7,VelocityY_8,VelocityY_9
19,-1.079999899999999,-1.08506958,-1.1591686,-1.11449086,-1.0469584700000003,-0.9782257100000002,-0.90542794,-0.8168620999999998,-0.7963119999999995,-0.7963119999999995,-1.0799997999999995,-1.08,-1.0800004000000012,-1.08,-1.07999972,-1.0799999199999997,-1.0799998400000002,-1.08000007,-0.38514899999999996,2.7635021,2.932909,3.0615892,3.1530666,3.2149448,3.2542619,3.2772617,3.278697,3.278697,0.27152529999999997,0.6452840999999999,1.0036306,1.3717708,1.7058763,2.02427,2.3070297,2.5543317,-11.7368326,-0.6668400000000001,0.6099087,1.88347042,2.96172953,3.8374238,4.52031469,5.02614737,5.074315,5.074315,-10.0849228,-9.080786,-8.04986,-6.874752,-5.716162,-4.46281242,-3.20673084,-1.93798387
20,-1.0799999000000007,-1.08,-1.0905869,-1.099857155,-1.05131553,-0.9867937999999996,-0.9149944700000003,-0.8444703700000007,-0.823042,-0.823042,-1.0799999000000007,-1.0799997000000001,-1.08,-1.08,-1.08,-1.0799999300000005,-1.0800001599999995,-1.0800001300000002,-0.5987625999999999,2.7343883,2.9248981,3.0746498,3.1849069,3.2624549,3.314351,3.3469562,3.3495512,3.3495512,0.0854434,0.4759368,0.8514661,1.239192,1.5926065,1.9318895,2.2355841,2.5040321,-12.8168325,-1.7468400000000002,-0.4806782,0.7836132650000001,1.9104139999999998,2.85063,3.60532022,4.181677,4.251273,4.251273,-11.1649227,-10.1607857,-9.12986,-7.954752,-6.796162,-5.54281235,-4.286731,-3.017984
21,-1.08,-1.0799999999999996,-1.08000004,-1.097184865,-1.0427421999999997,-0.9935031700000003,-0.9330186899999999,-0.8635674899999994,-0.8407674700000003,-0.8407674700000003,-1.0799999000000007,-1.0799999000000007,-1.08,-1.0799999999999992,-1.08,-1.0799999199999997,-1.0799996900000002,-1.08,-0.8303767,2.6872740999999998,2.8988866,3.0694241,3.1993684,3.2934074,3.3588895,3.4022579,3.406393,3.406393,-0.118639,0.28859039999999997,0.681302,1.0886125,1.4613369999999999,1.8215093,2.1461391,2.4357328,-13.8968325,-2.82684,-1.56067824,-0.3135716,0.8676718,1.85712683,2.67230153,3.31810951,3.41050553,3.41050553,-12.2449226,-11.2407856,-10.20986,-9.034752,-7.876162,-6.62281227,-5.36673069,-4.097984
22,-1.079999899999999,-1.07999985,-1.07999993,-1.08000002,-1.0428160850000001,-0.98994023,-0.9411112099999999,-0.88499427,-0.8614408899999999,-0.8614408899999999,-1.08,-1.079999899999999,-1.08,-1.0799998000000013,-1.0799999999999992,-1.07999973,-1.0799999200000006,-1.0799997599999998,-1.0799904,2.6221598999999998,2.8548755,3.0461978,3.1964492,3.3078602999999998,3.3877429,3.44281,3.4488773,3.4488773,-0.3407212,0.0832441,0.4931373,0.9200334,1.3120679,1.6931295,2.0386934,2.3494329,-14.9768324,-3.90683985,-2.64067817,-1.39357162,-0.175144285,0.8671865999999999,1.73119032,2.4331152400000002,2.54906464,2.54906464,-13.3249226,-12.3207855,-11.289860000000001,-10.1147518,-8.956161999999999,-7.702812,-6.44673061,-5.17798376
23,-1.0800009000000017,-1.08000015,-1.0799998299999998,-1.0799999200000001,-1.077870165,-0.9932205919999999,-0.9417381200000001,-0.8940377200000003,-0.87109828,-0.87109828,-1.079999899999999,-1.0799999000000007,-1.0799999999999983,-1.079999899999999,-1.0800004000000012,-1.08,-1.0799999299999996,-1.0799999199999997,-1.3476038,2.5390462,2.7928641,3.0049715,3.1755657,3.3057594,3.4009008,3.468461,3.4768441,3.4768441,-0.580803,-0.1401024,0.286973,0.7334547,1.1447981999999999,1.5467491,1.9132479999999998,2.2451334,-16.0568333,-4.98684,-3.720678,-2.47357154,-1.25301445,-0.126033992,0.7894521999999999,1.53907752,1.67796636,1.67796636,-14.4049225,-13.4007854,-12.36986,-11.1947517,-10.0361624,-8.782812,-7.52673054,-6.25798368
24,-1.0799999000000007,-1.0799996900000002,-1.0800002499999999,-1.0799999200000001,-1.08000004,-1.024836448,-0.9489021499999999,-0.8983634709999999,-0.8753200210000001,-0.8753200210000001,-1.0799999000000007,-1.08,-1.08,-1.08,-1.079999899999999,-1.08,-1.0799994600000007,-1.0799999300000005,-1.6332179,2.437932,2.7128524,2.9457454,3.1366825,3.2865781,3.3982429,3.4791393,3.490221,3.490221,-0.8388854,-0.3814488,0.0628089,0.5288752999999999,0.9595288999999999,1.382369,1.7698019999999999,2.1228332,-17.1368332,-6.06683969,-4.80067825,-3.55357146,-2.33301449,-1.15087044,-0.15944995,0.6407140490000001,0.802646339,0.802646339,-15.4849224,-14.4807854,-13.44986,-12.2747517,-11.1161623,-9.862812,-8.60673,-7.33798361
25,-1.0799998999999971,-1.0799999299999996,-1.0799997499999998,-1.0800001599999995,-1.0799999200000001,-1.0733200299999999,-0.9801278,-0.909802317,-0.883990009,-0.883990009,-1.079999899999999,-1.079999899999999,-1.08,-1.0799999000000007,-1.0799999000000007,-1.08,-1.08,-1.0800003900000004,-1.9368319,2.318818,2.6148414,2.8685188,3.0797987,3.2495079,3.3792495,3.4746541,3.4888649,3.4888649,-1.1149674,-0.6407948,-0.17935589999999998,0.30629629999999997,0.7562599,1.1999893,1.6083564,1.9825334,-18.2168331,-7.14683962,-5.880678,-4.63357162,-3.41301441,-2.22419047,-1.13957775,-0.269088268,-0.08134367,-0.08134367,-16.5649223,-15.5607853,-14.52986,-13.3547516,-12.1961622,-10.942812,-9.68673,-8.417984
26,-1.0799999000000007,-1.0800003799999995,-1.08,-1.0799999300000005,-1.07999993,-1.07999993,-1.0241404699999999,-0.942214842,-0.90988413,-0.90988413,-1.0800000000000018,-1.0799999000000007,-1.0799995000000013,-1.0799999000000007,-1.0799999000000007,-1.0799999000000007,-1.08,-1.08,-2.2584459,2.1817041,2.4988298,2.7732925,3.0049152,3.1944379,3.3431873,3.4544658,3.4723441,3.4723441,-1.4090489,-0.9181414,-0.43951989999999996,0.0657167,0.5349903,0.9996088999999999,1.4289112,1.8242341,-19.296833,-8.22684,-6.960678,-5.71357155,-4.49301434,-3.3041904,-2.16371822,-1.21130311,-0.9912278,-0.9912278,-17.6449223,-16.6407852,-15.6098595,-14.4347515,-13.2761621,-12.0228119,-10.76673,-9.497984
27,-0.7031670000000005,-1.08,-1.08,-1.0799999199999997,-1.0799999199999997,-1.0800001600000004,-1.06815338,-0.9824363,-0.9468725400000001,-0.9468725400000001,-1.0799999000000007,-1.0799999000000007,-1.0800004999999988,-1.079999899999999,-1.08,-1.079999899999999,-1.08,-1.079999899999999,-2.5917789,2.0265903,2.3648185,2.6600666,2.9120321000000002,3.1213684,3.2893228,3.4179041,3.4400424,3.4400424,-1.7211309,-1.2134877,-0.7176838,-0.1928626,0.295721,0.781229,1.2314653,1.6479341,-20.0,-9.30684,-8.040678,-6.79357147,-5.57301426,-4.38419056,-3.2318716,-2.19373941,-1.93810034,-1.93810034,-18.7249222,-17.7207851,-16.68986,-15.5147514,-14.3561621,-13.1028118,-11.84673,-10.5779839
28,0.0,-1.08,-1.08,-1.0799999300000005,-1.0799997399999999,-1.0799999199999997,-1.0799999300000005,-1.0226578800000001,-0.9838609699999998,-0.9838609699999998,-1.0799998999999971,-1.0799999999999983,-1.0800000000000018,-1.08,-1.079999899999999,-1.0799999000000007,-1.0799999999999983,-1.0799999000000007,-2.9251119,1.8534765,2.2128076,2.52884,2.8011483999999998,3.0302982,3.2174587,3.3642969,3.3913431,3.3913431,-2.0512129,-1.5268348999999999,-1.0138484,-0.46944149999999996,0.038452099999999996,0.5448484,1.0160198,1.4536341,-20.0,-10.38684,-9.120678,-7.8735714,-6.653014,-5.46419048,-4.31187153,-3.21639729,-2.92196131,-2.92196131,-19.8049221,-18.8007851,-17.76986,-16.5947514,-15.436162,-14.1828117,-12.92673,-11.6579838
29,0.0,-1.08,-1.0799999000000007,-1.0799995999999998,-1.08,-1.0799999299999996,-1.0799999199999997,-1.0628797100000003,-1.02084946,-1.02084946,-0.19507790000000114,-1.0799999000000007,-1.0799999999999983,-1.0799999000000007,-1.0800009000000017,-1.08,-1.08,-1.0799999000000007,-3.2584448999999998,1.6623621,2.0427961,2.3796141,2.672265,2.9212284,3.1275941,3.2929754,3.3256292,3.3256292,-2.3845459,-1.8581808999999998,-1.3280125,-0.764021,-0.23681739999999998,0.2904682,0.7825746,1.2413349,-20.0,-11.46684,-10.2006779,-8.953571,-7.733014,-6.54419041,-5.39187145,-4.279277,-3.94281077,-3.94281077,-20.0,-19.880785,-18.84986,-17.6747513,-16.5161629,-15.2628117,-14.00673,-12.737983700000001
30,0.0,-1.08,-1.079999899999999,-1.0800002000000006,-1.080000000000001,-1.0799999200000006,-1.0799999299999996,-1.0799999999999992,-1.0578377299999997,-1.0578377299999997,0.0,-0.11921500000000052,-1.0800000000000018,-1.0799999000000007,-1.0799998999999971,-1.0799999000000007,-1.08,-1.079999899999999,-3.59177833,1.4532479999999999,1.8547848999999998,2.212388,2.525381,2.7941589000000002,3.0197296,3.2036541,3.2422847,3.2422847,-2.7178789,-2.1915139,-1.6601769,-1.0766001,-0.5300866,0.018088299999999998,0.5311288,1.0110349,-20.0,-12.54684,-11.2806778,-10.0335712,-8.813014,-7.62419033,-6.47187138,-5.359277,-5.0006485,-5.0006485,-20.0,-20.0,-19.92986,-18.7547512,-17.5961628,-16.3428116,-15.08673,-13.8179836
31,0.0,-1.08,-1.0799999000000007,-1.08,-1.08,-1.0799996700000003,-1.0799999200000006,-1.0799997000000001,-1.0799999200000006,-1.0799999200000006,0.0,0.0,-0.07013999999999854,-1.0799998999999971,-1.0799999000000007,-1.0799999000000007,-1.0800000000000018,-1.08,-3.9251119,1.2261341,1.6487741,2.0271616,2.3604974,2.6490888,2.8938646,3.0963325,3.1409406,3.1409406,-3.0512119,-2.5248469,-1.9935098999999998,-1.4071789,-0.8413558999999999,-0.2722922,0.2616834,0.7627353,-20.0,-13.62684,-12.3606777,-11.1135712,-9.893014,-8.70419,-7.5518713,-6.4392767,-6.08064842,-6.08064842,-20.0,-20.0,-20.0,-19.8347511,-18.6761627,-17.4228115,-16.16673,-14.8979836
